# id    ra            dec          id_3DHST   ra_3DHST     dec_3DHST   z_IR     ez_IR    Mstar           xfAGN      xeAGN      SFR        eSFR       sSFR       SNR_IR   goodArea   m1400                m1700                S1400                   S1700                  
  3527  189.390976    62.3072357   32480      189.390992   62.307253   0.5637   -1.0     3.02E9          0.04417    0.04417    1.026      0.4788     0.3398     2.143    1          24.780777110214228   24.68546760123684    4.4431313878095145E-7   4.850795427738967E-7   
  3532  189.3077393   62.3073006   -99        -99          -99         3.988    0.301    2.89699987E11   143.5      143.5      687.9      190.2      2.374      14.81    1          -99                  -99                  -99                     -99                    
  3535  189.3401794   62.3076057   32819      189.340122   62.307603   3.08     0.367    2.138E9         3.343      3.343      149.2      84.34      69.79      1.769    1          25.793928764493913   25.640829778180766   1.7475455086800724E-7   2.0121858412626947E-7  
  3560  189.2727509   62.3069458   32671      189.272764   62.307076   1.018    -1.0     1.70599997E10   0.9327     0.9327     11.53      1.897      0.6759     6.078    1          26.597258233663705   26.15202737281034    8.338668453369695E-8    1.2565768398573228E-7  
  3568  189.170105    62.3067474   32497      189.17013    62.306768   0.495    0.13     3.46700006E9    0.1074     0.1074     1.182      0.9425     0.3409     1.966    1          28.277980835071556   28.60219132142736    1.7734039277429338E-8   1.3155988084456115E-8  
  3570  189.2293854   62.3068275   32594      189.22942    62.306841   0.516    -1.0     7.942E8         0.08253    0.08253    0.8725     0.48       1.099      2.074    1          24.022626924321198   23.919008002909184   8.932010610523825E-7    9.82645339852363E-7    
  3572  189.3201294   62.3067284   32427      189.320109   62.30672    0.8391   -1.0     1.55599995E10   7.568      7.568      37.45      1.434      2.407      26.11    1          25.914875452758615   25.33941816276099    1.5633269652356434E-7   2.65602852505899E-7    
  3584  189.2552338   62.3064194   32418      189.255221   62.306407   0.9418   -1.0     6.6370002E9     0.5525     0.5525     3.239      2.135      0.488      1.517    1          23.597622437703365   23.46239335188633    1.3211466411229556E-6   1.4963826334916255E-6  
  3587  189.3642883   62.3064613   32666      189.36427    62.306449   1.71     0.244    1.34899994E9    1.355      1.355      7.577      7.577      5.618      0.0      1          26.31501692470273    26.085227044908265   1.0814170938801571E-7   1.336316042252496E-7   
  3588  189.4333649   62.3063469   32597      189.43333    62.306355   0.553    -1.0     7.9789998E9     0.149      0.06275    0.8966     0.5137     0.1124     2.001    1          24.36376273799425    24.14678473242843    6.523713873035431E-7    7.966840217448994E-7   
  3595  189.0953979   62.3063164   32631      189.095452   62.306344   1.06     0.14     1.70599997E10   2.82       1.952      5.312      5.142      0.3114     1.033    0          27.064196181839897   26.936552316387004   5.424023060657211E-8    6.10069163138796E-8    
  3620  189.4546051   62.3056755   32388      189.454653   62.305697   0.9131   -1.0     3.9080002E10    0.1877     0.1877     2.072      1.481      0.05302    1.404    1          26.10327056427704    26.008048325167373   1.3142917274483243E-7   1.4347646568115155E-7  
  3626  189.132431    62.3057442   32398      189.132466   62.305761   0.9434   -1.0     6.9500001E9     1.021      0.8696     8.481      2.074      1.22       4.09     1          23.656714967939013   23.38592614636588    1.2511633460602503E-6   1.6055710969116257E-6  
  3627  189.1776886   62.305748    32162      189.177677   62.305776   1.14     -1.0     1.12699998E11   2.198      2.198      34.13      2.809      0.3028     12.15    1          26.203517761666475   25.863329161653557   1.1983754276728786E-7   1.6393373560080278E-7  
  3638  189.2602539   62.3056335   32340      189.26032    62.305648   0.7669   -1.0     7.6199997E9     0.3898     0.3898     4.156      1.052      0.5454     4.142    1          25.83570286178367    25.293256154365096   1.681585118464553E-7    2.771389315410587E-7   
  3648  189.1277161   62.3054733   32406      189.127717   62.305497   0.641    -1.0     3.80099994E9    0.1546     0.1546     2.475      0.9425     0.6511     2.626    1          25.854203412952486   25.122094715232468   1.6531742606764594E-7   3.2446070981341766E-7  
  3651  189.1697083   62.3054848   32466      189.169737   62.305541   1.746    0.1745   1.10099999E10   1.401      1.401      9.948      11.58      0.9032     0.859    1          25.941078276066058   25.73827274279528    1.5260497413493337E-7   1.839462349033243E-7   
  3652  189.2193298   62.305439    32485      189.219369   62.30544    2.34     0.301    3.71500006E9    3.967      3.967      23.96      19.11      6.45       2.927    1          24.46415560224241    24.325797435797217   5.947545307873314E-7    6.755865981274548E-7   
  3654  189.3214874   62.3054771   32499      189.321378   62.305503   3.192    0.1975   2.40999997E10   10.05      10.05      105.5      67.89      4.378      1.554    1          25.2788688564234     24.97431372762008    2.8083579229503264E-7   3.7177014343191326E-7  
  3658  189.5130463   62.3050613   -99        -99          -99         0.8      -1.0     3.17699994E10   1.368      1.368      16.25      1.363      0.5116     11.92    1          -99                  -99                  -99                     -99                    
  3661  189.1664734   62.3054962   32540      189.166551   62.305595   5.333    0.491    2.30100009E10   6.958E-7   6.958E-7   278.7      518.0      12.11      0.538    1          26.239972055307682   25.949925470813707   1.1588071812607755E-7   1.513665148900103E-7   
  3668  189.546402    62.3050995   -99        -99          -99         0.9271   0.1599   8.5500002E10    25.98      25.98      81.57      33.34      0.9541     25.67    0          -99                  -99                  -99                     -99                    
  3676  189.3351593   62.3051682   32443      189.335114   62.305178   2.32     0.299    4.168E9         3.074      3.074      43.98      40.29      10.55      1.608    1          26.69698292561189    26.283718364879046   7.606884633920305E-8    1.1130448232337834E-7  
  3677  189.3519592   62.305088    32454      189.352057   62.304966   2.37     0.303    3.31100006E9    3.623      3.623      19.3       34.28      5.829      0.563    1          25.103111431424036   24.977595167207003   3.30183546113175E-7     3.7064823224258006E-7  
  3679  189.1249237   62.3049355   32157      189.124955   62.304965   0.5032   -1.0     4.6770002E9     0.8321     0.8321     4.821      0.394      1.031      12.24    1          24.36981621694578    23.777851482337166   6.487442375360924E-7    1.1190755497240117E-6  
  3680  189.1351624   62.3048859   32175      189.135163   62.304903   1.823    0.2405   1.05200005E10   2.525      2.525      19.0       14.54      1.806      1.307    1          25.55368311817718    25.37268174395622    2.1803527039044093E-7   2.575889936803539E-7   
  3686  189.0863953   62.3047714   32333      189.086467   62.304807   0.639    -1.0     2.56999987E9    0.1604     0.1604     2.357      0.8955     0.9171     3.147    0          25.15692640814129    24.634098422150984   3.1421682557528973E-7   5.085815852611E-7      
  3696  189.4408417   62.3046379   32284      189.440886   62.304639   1.364    -1.0     1.29400003E10   1.569      1.225      4.609      5.115      0.3562     0.901    1          24.76799669512893    24.62950399970208    4.495741397950041E-7    5.107382689066115E-7   
  3699  189.5227661   62.3045769   -99        -99          -99         2.593    0.015    1.82799995E10   3.188      3.188      31.99      17.24      1.75       1.856    1          -99                  -99                  -99                     -99                    
  3703  189.4311371   62.3044968   32352      189.431181   62.304502   2.2      0.288    1.70599997E10   12.81      12.81      26.62      17.56      1.56       2.891    1          26.343570797606446   25.80780663527115    1.0533475294635674E-7   1.7253505471901507E-7  
  3704  189.4634094   62.3044891   32256      189.463393   62.304467   0.9229   0.1301   2.64200008E10   0.9876     0.6311     4.954      1.874      0.1875     2.644    1          29.8260979880399     28.10587992827944    4.261483436993081E-9    2.0780118925979355E-8  
  3709  189.1039124   62.3045349   32369      189.104021   62.304622   2.289    0.14     1.15300004E10   5.329      5.329      23.39      12.0       2.028      2.168    0          24.72174287816317    24.39476504029029    4.691404161681767E-7    6.340068992917603E-7   
  3712  189.1882019   62.3044624   32122      189.188211   62.304484   1.45     -1.0     1.48600003E10   4.672      4.672      27.78      5.292      1.87       5.249    1          26.7208801933687     26.54591741044448    7.441284733125998E-8    8.742447558112787E-8   
  3718  189.52034     62.3041801   -99        -99          -99         1.109    0.08     5.5199998E10    8.418      7.055      51.38      10.69      0.9308     12.7     1          -99                  -99                  -99                     -99                    
  3721  189.1421661   62.3043442   32244      189.142188   62.304367   1.014    -1.0     4.168E9         0.2923     0.2923     2.369      2.804      0.5683     0.845    1          24.90212923712737    24.78640783801046    3.9732720770928364E-7   4.420148546940679E-7   
  3739  189.2014313   62.3040924   32135      189.201448   62.304114   0.6333   -1.0     1.90499994E9    0.06816    0.06816    1.083      2.334      0.5684     0.464    1          25.70440198496733    25.031743966842168   1.8977508999508348E-7   3.526163237289937E-7   
  3742  189.256958    62.3039932   31867      189.256976   62.304007   0.4375   -1.0     7.9789998E9     1.473      1.473      5.03       0.4224     0.6304     18.6     1          23.740417787068516   23.67495564192692    1.158331549008987E-6    1.2303190349341862E-6  
  3758  189.2045746   62.3039017   32033      189.204558   62.303908   2.32     -1.0     1.153E11        65.86      65.86      160.0      26.21      1.387      10.25    1          26.906901187619624   26.160075684490298   6.269595542480906E-8    1.247296564776632E-7   
