#   SAVEDid        xf70        xe70       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160      xf1200      xe1200      xf1250      xe1250      xf2000      xe2000      xf2050      xe2050      xf10cm      xe10cm      xf20cm      xe20cm
#
17759       0.431      0.1898      0.8431      0.2939       1.841      0.5015       2.627      0.9465       2.619       1.195         1.9       1.032      0.6113      0.3784      0.2473      0.1584      0.2226      0.1428       0.196      0.1259     0.04352     0.02818     0.04018     0.02602    0.003945    0.001644    0.006869    0.002862
17763       0.355      0.0579      0.6757      0.1825       1.406      0.4426       1.551      0.5672       1.045      0.4104      0.4962      0.2051       0.108     0.04666     0.04096     0.01794      0.0368     0.01614     0.03235     0.01421    0.007207    0.003223    0.006657    0.002974    0.002205    0.000739    0.003839    0.001287
17770       6.877       1.843       14.59        1.66       23.75         0.4       22.25       0.915       15.28       0.975       7.105      0.5125       1.534       0.114      0.5632     0.04015      0.5043      0.0357      0.4415      0.0311     0.09607    0.006235     0.08871    0.005715     0.03729     0.00436     0.06493     0.00759
17784       1.361        0.36       2.762      0.1295       4.376       0.727       3.549       1.044        1.96       0.697       0.795      0.3171      0.1634     0.07102     0.06193     0.02761     0.05566     0.02487     0.04892      0.0219     0.01079    0.004977    0.009976    0.004594    0.005854    0.000525     0.01019    0.000916
17788       1.385      0.1535       3.069      0.1755       6.746       0.132       7.508       0.574       5.127      0.5515       2.448      0.3225      0.5343     0.08245      0.2024      0.0328      0.1818     0.02955      0.1598      0.0261      0.0356    0.006115     0.03288    0.005655     0.01075    0.000415     0.01873    0.000725
17790      0.7284      0.1089       1.225       0.214         3.5       0.766       6.828      0.7965       8.201       0.469       6.875      0.8115       2.838      0.6685       1.269      0.3564        1.15      0.3287        1.02      0.2967      0.2313      0.0717      0.2135      0.0663     0.01154    0.000595     0.02009    0.001035
17793       2.339      0.6245       4.077      0.3925       5.722      0.8395        4.96       1.813       2.975       1.475       1.322      0.7706      0.2777      0.1773      0.1047     0.06835     0.09401     0.06149     0.08258     0.05412     0.01812      0.0119     0.01675     0.01097    0.009032    0.001849     0.01573     0.00322
17804      0.1015     0.04484      0.3465      0.1559      0.9203      0.3977       1.274      0.5856       1.131      0.5587      0.6572      0.3296      0.1711     0.08815     0.06533     0.03433     0.05867     0.03088     0.05153     0.02719      0.0114    0.006124     0.01053    0.005661    0.001964   0.0008205    0.003418    0.001428
17808     0.08612     0.02649      0.2785      0.0815      0.7493      0.2444       1.065      0.4079      0.9638      0.4182       0.591      0.2789      0.1648     0.08579     0.06379     0.03424     0.05735     0.03086      0.0504      0.0272     0.01119    0.006166     0.01034    0.005699    0.001637   0.0005505     0.00285   0.0009585
17836      0.2203     0.03075      0.6773      0.0652       1.751      0.1955       2.448      0.2475       2.099      0.2015        1.21      0.1435      0.3086       0.045      0.1161      0.0178      0.1041     0.01601     0.09124     0.01406     0.01989    0.003155     0.01836     0.00291    0.003861   0.0004155    0.006722   0.0007235
17841      0.9499      0.3531       2.022      0.1875       4.082      0.9065       4.784       2.264       3.748       2.301       1.935       1.332      0.4606      0.3441      0.1752      0.1329      0.1574      0.1195      0.1382      0.1052     0.03083     0.02365     0.02844      0.0219    0.007512    0.002479     0.01308    0.004314
17850       0.214     0.04245      0.5333      0.1461       1.185      0.4007        1.69      0.6937       1.494      0.6993      0.8621       0.441      0.2241      0.1234     0.08573     0.04827     0.07699     0.04342      0.0676      0.0382     0.01498    0.008599     0.01384    0.007943    0.002508    0.000964    0.004367    0.001679
17853      0.7306      0.2636       1.711       0.151       4.254       0.261        6.24       0.989       5.503       1.243       3.154       0.908      0.8183      0.2818      0.3128      0.1126       0.281      0.1014      0.2468      0.0895     0.05463     0.02034     0.05046     0.01879    0.009144    0.001306     0.01592     0.00228
17860      0.1749     0.03935      0.7064      0.1561       1.841      0.2165       2.329      0.1095       1.912      0.1275       1.078       0.131      0.2681     0.04525         0.1     0.01768     0.08962     0.01588     0.07849     0.01394     0.01692    0.003005     0.01561     0.00277    0.003922    0.000257    0.006828    0.000448
17862      0.4975      0.1961       1.326      0.3898       2.645       0.461       2.744       0.821       2.018      0.8235      0.9963      0.4807      0.2258      0.1228     0.08365     0.04616     0.07498     0.04142     0.06568     0.03632     0.01431     0.00792     0.01321     0.00731    0.004791    0.001109    0.008341    0.001929
17868      0.5701       0.131       1.482      0.1195       2.582      0.2615       2.342      0.4975       1.513      0.4625      0.6762      0.2397      0.1398     0.05583     0.05092     0.02053     0.04557     0.01837     0.03988     0.01608    0.008626    0.003464    0.007967    0.003203    0.004708    0.000601    0.008197    0.001047
17872     0.08912     0.02878      0.2106      0.0656      0.4596       0.105       0.505      0.1361      0.3515      0.1167      0.1636     0.06245     0.03487     0.01506     0.01301     0.00578     0.01167    0.005197     0.01025    0.004574    0.002274    0.001034      0.0021   0.0009545   0.0007827   0.0002204    0.001363   0.0003835
17873      0.1147     0.03957      0.3663      0.1248       1.013      0.3539       1.477      0.5934       1.323      0.5855      0.7797      0.3553      0.2133      0.1054     0.08244     0.04206      0.0741      0.0379     0.06514     0.03342     0.01445    0.007581     0.01335     0.00701    0.002256    0.000794    0.003928    0.001382
17874      0.2176     0.03755      0.4177     0.06765       1.106      0.1514       3.378      0.2215        5.07       0.171       5.433       0.089       3.072      0.1815       1.518       0.112       1.393       0.105       1.253       0.097      0.3045     0.02785      0.2812     0.02575    0.007523    0.000294      0.0131    0.000515
17881      0.5554     0.09685       1.287       0.227       2.565       0.536       2.905      0.9075       2.238       0.831       1.124       0.463      0.2596      0.1165     0.09805     0.04515     0.08805     0.04065     0.07732     0.03578      0.0172    0.008077     0.01589    0.007459    0.004432    0.001258    0.007716     0.00219
17911       12.95       4.127       17.91        2.47        15.8        1.15       7.437       1.484       3.173        0.83       1.084      0.3286      0.2019     0.06825     0.07442     0.02569     0.06613     0.02363     0.05794     0.02072     0.01343    0.004299     0.01252    0.003942     0.03254     0.00701     0.05667     0.01221
17923      0.3391        0.13      0.6676       0.177        1.43      0.6319       1.857       0.998       1.785       1.063       1.247      0.7814       0.378      0.2493      0.1495      0.1003      0.1344     0.09037      0.1183     0.07967     0.02629     0.01787     0.02428      0.0165    0.002838    0.001636     0.00494    0.002848
17929      0.1138       0.073      0.4516      0.3213       1.202      0.8021       1.759       1.207       1.633       1.171       1.082      0.8162      0.3083      0.2409       0.119     0.09378      0.1068     0.08418     0.09372     0.07389     0.02029     0.01599     0.01872     0.01475    0.002875    0.001955    0.005005    0.003405
17938      0.4856     0.08905       1.301      0.3189       2.981       0.562       3.447       0.931       2.619      0.8315       1.313      0.4745      0.3068      0.1257       0.116     0.04914      0.1041     0.04425     0.09144     0.03896     0.02033     0.00884     0.01878     0.00817    0.005474    0.001153    0.009532    0.002008
17950      0.1293     0.04385      0.3881      0.1686      0.9582      0.4158       1.262      0.6134       1.034      0.5731       0.549      0.3331      0.1336     0.08712     0.05066     0.03352     0.04548     0.03012     0.03993     0.02649    0.008852    0.005908    0.008175    0.005455    0.001868   0.0009137    0.003253    0.001591
17951      0.1645     0.06954      0.4658      0.1788       1.132      0.4627        1.62      0.7661       1.483      0.7762      0.9635      0.5575      0.2767      0.1736      0.1075     0.06888     0.09668     0.06202     0.08498     0.05462     0.01879     0.01221     0.01735     0.01128    0.002408    0.001036    0.004193    0.001803
17959      0.1275     0.04559      0.2904      0.1077      0.5789      0.1459      0.5951       0.165      0.3873      0.1249      0.1881      0.0718      0.0418     0.01826     0.01585    0.007184     0.01424    0.006472     0.01251    0.005706    0.002798    0.001307    0.002585    0.001207    0.000957    0.000285    0.001666    0.000496
17966      0.3076      0.1036      0.6905      0.2914       1.353      0.4947       1.355      0.4597      0.8678      0.2872      0.4061      0.1514     0.08714     0.03586     0.03288     0.01396     0.02953     0.01257     0.02595     0.01107    0.005762    0.002539    0.005324    0.002341    0.002207    0.000867    0.003844    0.001509
17990      0.6176      0.2351       1.434      0.1695       3.803       0.135       5.747       0.559       5.133       0.853       3.015       0.694      0.7933      0.2276       0.304     0.09185      0.2731     0.08285      0.2399     0.07315     0.05307     0.01674     0.04903     0.01548    0.008318   0.0009225     0.01448     0.00161
18002      0.9652      0.3918       2.115       0.304        4.42       0.685        5.51       2.218       4.535       2.418       2.432         1.5      0.5998      0.4092      0.2292      0.1597       0.206      0.1437       0.181      0.1265     0.04041     0.02856     0.03734      0.0264    0.008192    0.002688     0.01427    0.004684
18003      0.4049     0.08715       1.166       0.119         3.6       0.093       6.071      0.2375       5.845      0.4065       3.833      0.4285        1.09       0.154      0.4231      0.0625      0.3804     0.05635      0.3344      0.0497     0.07408     0.01112     0.06842     0.01027     0.00904    0.000601     0.01574     0.00105
