#   SAVEDid       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160       xfRad       xeRad      xf2000      xe2000
#
13097       0.735       0.354       2.626      0.9695       6.943       0.325       10.05       0.864       10.72       1.407       6.214       0.986       3.093       0.518     0.01384    0.001145      0.6257      0.1107
13098       1.903      0.3065       2.214      0.4965       1.196      0.3364      0.5438      0.1683      0.1983      0.0651     0.03929      0.0135      0.0146    0.005173    0.005818    0.001156    0.002608   0.0009065
13104      0.9839      0.2561       2.264      0.5495       2.731      0.7435       2.115       0.702       1.058      0.3958      0.2429      0.1002     0.09158     0.03892    0.005811    0.001494       0.016     0.00698
13107       2.136       0.839       4.776      0.8105       7.629        0.39       8.665       0.995       7.288       1.328       3.158       0.779       1.443      0.3885     0.01068    0.003693      0.2655      0.0749
13116      0.2412      0.1797      0.5348      0.4972      0.7346      0.7184      0.6286      0.6214      0.3434      0.3408     0.08542     0.08488     0.03255     0.03234    0.001425    0.001424    0.005696    0.005654
13118      0.3415      0.2011      0.8446      0.4904        1.15      0.6787      0.9648      0.5722      0.6244      0.3987      0.1836      0.1263     0.07182     0.05038     0.00229    0.001343     0.01257    0.008932
13132      0.3513      0.3114      0.3493      0.3329      0.2033       0.198     0.09382     0.09178     0.03685     0.03614    0.007691    0.007548    0.002926    0.002869    0.001126    0.001125   0.0004954   0.0004954
13138      0.4051     0.08345       1.099      0.2836       1.597       0.515       1.459      0.5517      0.9254      0.3996      0.2576      0.1244     0.09964     0.04976    0.003036   0.0008515     0.01744    0.008979
13139       2.594       0.428       5.318      0.5695       5.651       1.063       3.671      0.9105         1.7      0.4985       0.362      0.1211      0.1363     0.04749     0.01291    0.001615     0.02388    0.008635
13149       1.211      0.7037       2.013       0.446       3.325       2.225       4.163       3.511       3.747       3.445       1.645       1.572        0.75       0.721     0.00543     0.00543      0.1382      0.1325
13159      0.6483      0.2505      0.4661      0.1921      0.1866     0.08135     0.07277     0.03264     0.02339     0.01056    0.004126    0.001863      0.0015    0.000683    0.002623    0.001078   0.0003029   0.0001325
13161       0.697       0.398       1.798      0.5645       5.402      0.8255       8.207      0.7235       9.027       0.269       5.392      0.1925        2.73       0.149     0.01054    0.000809      0.5644     0.04315
13166      0.6911      0.4159      0.9567      0.4593      0.8518      0.4822      0.4986      0.3195      0.2158       0.149     0.04512      0.0329     0.01709     0.01268     0.00271    0.001485    0.003008    0.002255
13171      0.2288       0.126      0.3479      0.2876      0.4661      0.4409       0.423      0.4121      0.2461      0.2421     0.06496     0.06414     0.02517     0.02484   0.0008185   0.0008185    0.004471    0.004408
13172      0.3154      0.2975      0.5285      0.5215      0.4402      0.4381      0.2471      0.2462      0.1006      0.1003     0.02095      0.0209    0.007981    0.007959    0.001194    0.001194    0.001401    0.001401
13173       0.369      0.3285      0.4591      0.4427      0.3921      0.3868      0.2214      0.2193     0.09155     0.09085     0.01897     0.01883    0.007198    0.007142     0.00119    0.001189    0.001251    0.001251
13202      0.4408      0.2252       1.023      0.4203       1.209      0.4032      0.9853      0.3387       0.544      0.2053      0.1321     0.05572       0.049     0.02109    0.002708    0.001011    0.008268    0.003553
13205       3.127      0.1065       6.886      0.2695       7.441      0.2975       4.731        0.19       2.175      0.0875      0.4717       0.019      0.1804     0.00725     0.01627    0.000655     0.03198    0.001295
13207      0.8177      0.4243       3.101       0.887       6.671      0.3385       8.643       1.036       8.096       1.315       3.869      0.7625       1.817      0.3765     0.01223     0.00127      0.3415      0.0754
13209        0.45      0.3517      0.6118      0.5502      0.4594      0.4339      0.2533      0.2424      0.1035     0.09965     0.01975     0.01896    0.007156    0.006844    0.001578    0.001578    0.001183     0.00119
13223      0.3435      0.1716       1.093       0.136       1.899      0.2255       2.129      0.5275       1.708      0.5775      0.6179      0.2682      0.2607      0.1222     0.00355   0.0004105     0.04609     0.02243
13224      0.4666        0.44      0.7362      0.7268      0.5299      0.5271      0.2808      0.2798      0.1101      0.1097     0.02278     0.02271    0.008674    0.008646    0.001649    0.001649    0.001523    0.001523
13231       1.858       0.316       2.829      0.3155       2.283      0.1945       1.326       0.144      0.5601      0.0707      0.1095     0.01506     0.03993     0.00563    0.007225    0.001092    0.006723    0.001025
13232       8.664       0.529       18.25       0.425       19.28       0.955       12.34        0.96       5.671      0.5675       1.203       0.146      0.4537     0.05845     0.04512      0.0018     0.07961     0.01078
13235      0.5394      0.3885      0.8889      0.8061       1.073        1.04      0.8517      0.8383      0.4414      0.4367      0.1046      0.1037     0.04028      0.0399    0.002089    0.002089    0.007198    0.007122
13241       0.165       0.034      0.4702      0.0263      0.7556      0.1325      0.7368      0.1801      0.5089      0.1501      0.1497     0.05076     0.05847     0.02074    0.001407    0.000189     0.01018    0.003761
13247   2.446e-09   2.446e-09   2.214e-09   2.214e-09   1.225e-09   1.225e-09    6.05e-10    6.05e-10   2.424e-10   2.424e-10   5.045e-11   5.045e-11   1.985e-11   1.985e-11   2.793e-20   2.793e-20   3.872e-12   3.872e-12
13250       2.084       0.483       3.408       0.407       3.174      0.6375       1.953      0.5165      0.8598      0.2672      0.1748     0.06085     0.06454     0.02321     0.00866    0.001299     0.01098    0.004202
13251       13.24        0.07        15.2        0.09       9.578       0.062       4.556      0.0295        1.67       0.011      0.3032     0.00195      0.1096     0.00075     0.05008    0.000345       0.019     0.00013
13260      0.5054      0.3019       1.116      0.7617       1.433       1.002       1.202      0.8642      0.8457      0.6674      0.2555      0.2129      0.1009     0.08507    0.002796    0.001978     0.01775     0.01504
13261      0.5708      0.5532      0.6617      0.6563      0.3596      0.3581      0.1635       0.163     0.05994     0.05976     0.01196     0.01192    0.004463    0.004463    0.002504    0.002504   0.0007965   0.0007965
13264      0.8506      0.3084       2.118       0.665       3.199        1.09       2.787       1.127       1.578      0.7168      0.4316      0.2287      0.1659     0.09076    0.005781    0.002175     0.02886     0.01607
13267      0.7246      0.2225       1.517      0.2775       1.585      0.3335       1.062      0.2707       0.512      0.1631       0.113     0.04255      0.0427     0.01691    0.003868    0.000754     0.00751      0.0031
13268        2.41      0.4805       6.497      0.3705       10.28      0.8485       9.651       1.559       6.382       1.501       1.821      0.5385      0.7053      0.2218      0.0175     0.00246      0.1224     0.04051
13288       0.559      0.3315       1.142      0.6631       1.351      0.9103       1.124      0.8231      0.6051      0.4659      0.1496      0.1197     0.05701     0.04589    0.002757    0.001828    0.009972    0.008049
13291       1.295        0.27       3.389      0.6305       4.826         0.8       3.981      0.8405       2.112       0.519      0.5108      0.1421      0.1928     0.05585    0.009349    0.001701     0.03366     0.01025
13298      0.5964      0.3463       1.051       0.498       1.079      0.4592      0.7544      0.3547       0.373      0.1953      0.0845      0.0482     0.03213     0.01883    0.002688    0.001335    0.005679    0.003404
13300       3.211       0.333       6.442       0.496       6.473        0.78       3.995        0.59       1.792       0.303      0.3749     0.07095      0.1411      0.0277     0.01589     0.00141     0.02472       0.005
13310      0.4726       0.047       1.139       0.086       1.505       0.434       1.275      0.5211       0.701       0.348      0.1764      0.1003     0.06745     0.03965    0.003135     0.00043     0.01184    0.007155
13325      0.4968      0.3662      0.9322      0.4008       1.177       0.663       1.048      0.7153      0.6627      0.4854      0.1848      0.1397     0.07154     0.05417    0.001849    0.001496     0.01252    0.009437
13329       1.871       0.549         4.1       0.743       4.563      0.4465       3.578      0.5745       1.802      0.3895      0.4174      0.1106      0.1564     0.04395     0.01053    0.001706       0.027    0.007975
13332      0.6673      0.2434       1.703       0.435       2.561      0.8495       2.308      0.8995       1.452      0.6294       0.404      0.1919      0.1563     0.07646    0.004555    0.001515     0.02742     0.01375
13333       2.315      0.1035        5.72       0.124       7.166       0.207       5.673      0.2825       2.885      0.1895      0.6713     0.05435      0.2526      0.0218     0.01503    0.000285     0.04387    0.003995
13337       2.921       0.296       5.848      0.4265       5.836       0.704       3.594      0.5305       1.609       0.272      0.3362      0.0636      0.1266      0.0248     0.01445    0.001205     0.02217     0.00448
13340       1.472      0.4898       2.332       0.511       2.082       0.448        1.24       0.337      0.5369      0.1678      0.1076     0.03734     0.03964     0.01422    0.006062     0.00172    0.006784    0.002508
