# SAVEDid  xf100      xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160
#
928      0.2586      0.2015      0.3844       0.243      0.3083      0.1655      0.1731      0.0835     0.07201     0.03159     0.01397    0.005564    0.005315    0.002172
931      0.8565      0.4316       1.623      0.7922       1.572       1.042      0.9709      0.7231      0.4431      0.3538     0.09753     0.08138     0.03734      0.0315
934      0.8659      0.4081       1.351      0.4357        1.24      0.5948      0.7206      0.4065      0.3104      0.1929     0.06458     0.04313     0.02443     0.01668
937       1.401      0.3875       2.207      0.6095       1.785       0.493       1.031      0.2848      0.4311      0.1191     0.08329     0.02302     0.03014     0.00833
939       5.197      0.2305       10.15      0.4515       9.795       0.435       6.063       0.269       2.699      0.1195       0.553      0.0245      0.2054      0.0091
950      0.1184     0.07931      0.6048      0.4173       1.511        1.02       2.095       1.401       2.001       1.338      0.8906      0.5954      0.4062      0.2716
951       1.995       0.222       2.571      0.2415       1.497      0.1675      0.7056     0.08875      0.2597     0.03405     0.05155      0.0069     0.01933    0.002615
960       0.538       0.538       0.695       0.695      0.5645      0.5645      0.3133      0.3133      0.1263      0.1263     0.02619     0.02619    0.009965    0.009965
965      0.4463      0.2305       1.177      0.6558       1.648       1.042       1.387      0.9875      0.7579      0.5811      0.1889      0.1528     0.07191      0.0588
966      0.2996      0.1863      0.7185      0.4075      0.8931      0.4729      0.7383      0.3997      0.3949      0.2218     0.09557     0.05713     0.03676     0.02243
972      0.2975      0.2975      0.3782      0.3782      0.2213      0.2213      0.1049      0.1049      0.0387      0.0387     0.00769     0.00769    0.002885    0.002885
974       0.244       0.086      0.6924      0.1789       3.638      0.7595       7.242       0.651        10.3       0.883       8.365       1.815       5.105       1.566
994      0.4586      0.4586      0.9965      0.9965       1.293       1.293       1.115       1.115       0.606       0.606      0.1504      0.1504      0.0583      0.0583
995      0.8838      0.3392       1.816       0.496       1.849      0.3455       1.378       0.258      0.6634       0.155      0.1466      0.0408     0.05455     0.01602
1002       1.708      0.4335       3.619       0.565        4.05      0.9695       2.754      0.8445       1.323      0.4736      0.2924      0.1181      0.1116     0.04684
1005      0.8894      0.1366       5.037      0.4875       10.75        0.62       12.62       1.045       10.13       1.212       3.717       0.669       1.577      0.3225
1006           5       0.425       12.38         0.8       14.85       1.615       10.37       1.422       5.076       0.806       1.139      0.2041      0.4367      0.0812
1008       2.345      0.2275       5.671        0.55       6.786       0.658        4.86       0.471       2.394       0.232      0.5377     0.05215      0.2052      0.0199
1023      0.1754      0.1754      0.6245      0.6245       1.096       1.096       1.091       1.091      0.7735      0.7735      0.2366      0.2366      0.0934      0.0934
1026      0.2588      0.1902      0.7265      0.5285       1.111      0.7969       1.003      0.7196       0.576       0.427      0.1618      0.1264     0.06295     0.04974
1035     0.05545     0.05545     0.07125     0.07125     0.04983     0.04983     0.03192     0.03192     0.01476     0.01476    0.003212    0.003212    0.001229    0.001229
1036      0.1918     0.01665      0.8359      0.1532       2.605      0.2845       4.088       0.265       4.341      0.0725       2.325       0.135       1.131      0.0905
1037       1.377       0.358       2.792      0.5775       2.831       0.828       1.742       0.592      0.7812      0.2938      0.1658     0.06774     0.06293      0.0264
1042      0.3226      0.2987      0.5244      0.4737      0.4366       0.384      0.2585      0.2235      0.1097     0.09344     0.02147     0.01803     0.00779     0.00651
1053      0.6125      0.1012       2.669       0.601       5.745        1.05       6.769       1.356        5.41       1.366       1.859       0.588      0.7674      0.2616
1058     0.03048     0.03048     0.04819     0.04819     0.03912     0.03912     0.02268     0.02268      0.0095      0.0095    0.001838    0.001838    0.000665    0.000665
1064       1.146      0.5252        1.46      0.6743       1.174      0.7633      0.6925      0.5115      0.3021      0.2405     0.06384     0.05286     0.02426     0.02028
1075       0.579      0.3299       1.371      0.7269       1.752      0.9737       1.397      0.8238      0.7268      0.4462      0.1728      0.1103     0.06646     0.04285
1076      0.8929      0.2951       1.883       0.592       1.991       0.642       1.461      0.4951      0.7169      0.2572      0.1612      0.0607     0.05924     0.02247
1077       1.385      0.2975       3.299      0.5935         3.8       1.034       2.599      0.8415       1.255      0.4561      0.2783      0.1114      0.1064      0.0439
1081       1.286      0.6754       1.589       1.127       1.059      0.8841       0.543       0.477      0.2082      0.1871     0.04211      0.0384     0.01592     0.01457
1084       3.568      0.2355       9.182       0.606       11.84        0.78       9.207       0.608       4.717      0.3115       1.101      0.0725      0.4229      0.0279
1089      0.7861      0.4369       1.547      0.7134       1.727      0.7514        1.26      0.6644      0.6201      0.3651      0.1401     0.08972     0.05325     0.03499
1091      0.1037     0.01157      0.4851     0.09025       1.088      0.2194        1.33      0.3661       1.133      0.3857       0.428       0.179      0.1831      0.0819
1094      0.3541      0.0489       1.851      0.2475       4.955       0.558       7.107      0.8405       6.639       1.041       3.007       0.579       1.383      0.2835
1101      0.2834      0.2834       0.521       0.521      0.4818      0.4818      0.3168      0.3168      0.1409      0.1409     0.02893     0.02893     0.01052     0.01052
1102        2.47      0.3075       2.373      0.2955       1.271       0.158       0.566      0.0705      0.1944      0.0242      0.0347    0.004325     0.01258    0.001565
1103        2.61      0.5715       5.541       0.687       5.704       0.414       4.067       0.428       1.948       0.277       0.429     0.07535      0.1587      0.0297
1104       2.067       0.337       2.241       0.366       1.343      0.2195      0.6241      0.1019      0.2236     0.03655     0.04034    0.006585     0.01459     0.00238
1105       2.303       0.495       3.822       0.301       3.196       0.487       1.882       0.394       0.809       0.203       0.161      0.0462     0.05923     0.01773
1109       0.235      0.1544       1.032      0.8135       3.408       2.661       5.722       3.353       7.792       2.877       7.001       2.274        4.53       2.256
1113      0.4966      0.2095       1.293      0.4701       1.708       0.607       1.402       0.524      0.7552      0.3049      0.1922      0.0867     0.07439     0.03482
1118       1.846       0.249       2.994      0.4985       2.224      0.4385       1.185      0.2522      0.4633      0.1042     0.09439     0.02221     0.03573    0.008525
1121       3.755      0.0285       4.913      0.0365       3.438      0.0255       1.749       0.013      0.6778     0.00505      0.1251     0.00095     0.04519    0.000335
1123      0.1739      0.0052      0.8522     0.06665       2.136       0.251       2.809       0.493       2.585       0.651       1.109      0.3936      0.5001       0.197
1125      0.3177      0.3177       0.656       0.656       0.765       0.765      0.5455      0.5455      0.2681      0.2681      0.0601      0.0601     0.02294     0.02294
1129      0.3351     0.08835       1.737      0.3555       3.449       0.714       3.795      0.9005       2.904      0.7845        0.99       0.314      0.4078      0.1369
1133      0.6302      0.2846      0.6987      0.3784      0.4123      0.2745      0.1985      0.1427     0.07322     0.05508     0.01449     0.01128    0.005437    0.004271
1135       3.366      0.1165       3.907       0.211       2.067        0.21      0.9277      0.1183      0.3351     0.04605     0.06584      0.0094     0.02456    0.003575
1140      0.5035      0.5035      0.6635      0.6635       0.533       0.533      0.2943      0.2943      0.1182      0.1182     0.02446     0.02446    0.009305    0.009305
1141       1.386      0.5091       3.076       0.622       3.522       0.836       2.626        0.85       1.334      0.5439      0.3194       0.157      0.1222     0.06312
1143       3.394       0.317           5      0.4675       3.303       0.309       1.671      0.1565      0.6338      0.0593      0.1278     0.01195     0.04824     0.00451
1144      0.1744      0.1744      0.4357      0.4357      0.5985      0.5985      0.5065      0.5065      0.2777      0.2777     0.07215     0.07215     0.02828     0.02828
1146      0.3607      0.2557      0.7693      0.4847       1.857       1.299       2.444        2.16       3.715       3.605       5.155       5.135        4.26       4.252
1147      0.8402      0.1719       1.573       0.314        1.46      0.3255      0.9632      0.2328      0.4296      0.1086     0.08846     0.02334     0.03218     0.00852
1148       0.386     0.05105       2.119       0.263       5.553      0.4845       7.727       0.857       7.196       1.075       3.246       0.601        1.49       0.294
1150       1.119      0.2189       2.788      0.3995       3.515      0.4635       2.756      0.4185       1.389      0.2325      0.3207     0.05835      0.1206     0.02254
