#     _id          _ra          _de       zp_X         f24        df24         f16        df16       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
562        189.4066467   62.3701706      3.02        32.8       3.591         -99       1e+10        2.76       2.994       4.461       0.063       5.813       0.158       8.249       0.851       5.187       1.068       23.15       10.95      0.1281          -1         -99         -99       6.606         -99           0
564        189.2994995   62.3700371      4.21       73.26       5.565       22.61       11.75        87.5        15.5       6.977       0.049       9.314       0.076       16.08       0.547       25.75       0.534       22.52       11.49      0.2638       4.055           1          46      0.5113   2.613e+04           1
581        189.3711243   62.3696136      1.31       20.62       3.289        18.3       11.17       3.334       2.989       3.822       0.042       3.444       0.086       2.981       0.496       1.084       0.604       22.64        9.74     0.08682          -1         -99         -99        5.33         -99           1
593        189.3899994   62.3689957      1.45       217.8        8.95       90.36       32.32       19.37       3.101       13.02       0.051       16.33       0.108       16.87       0.582       14.42       0.754       21.81       10.63     0.03746          -1           2          72      0.1339   3.357e+04           0
597        189.2703552   62.3690376      2.28       11.28        5.48   1.903e-07       7.525       8.145       2.898       1.386       0.064       1.269       0.088       0.708        0.76       0.737       0.638        22.9        9.89      0.1229          -1         -99         -99       7.192         -99           1
598        189.2923431   62.3685188      1.37       121.4        7.29       123.2       9.894       15.02       2.982       29.61       0.053        29.3       0.079       21.84       0.555       23.12        0.54       20.81       10.81      0.4499       1.364          -1          81      0.4961   2.556e+04           1
604        189.4406281   62.3686790      0.58       52.11       8.143         -99       1e+10       9.107       3.224         -99         -99         -99         -99         -99         -99      -1.489       3.675       20.85       10.07      0.3854          -1           3          72      0.3085   3.647e+04           0
606        189.2661896   62.3686371      0.98       49.11       10.33       46.98       7.374         2.2       2.873       7.542       0.067       5.417       0.091       4.259       0.787        4.86       0.653       21.87       10.18      0.2055       1.008           2          21      0.1027   2.338e+04           1
620        189.2494202   62.3682442      0.87       128.4       5.295       73.67       17.27       7.954        2.88       21.39       0.114       14.85        0.11       17.56       1.398        10.6       0.815       20.48       10.28      0.1088         0.8           1          72     0.04844    2.18e+04           1
621        189.2638092   62.3682137      2.48       156.2       7.259   1.903e-07       10.87       15.67        2.88        10.9       0.069        12.9       0.093       16.59       0.803       16.01        0.66       22.11       10.94      0.1648          -1         -99         -99       4.161         -99           1
622        189.2983856   62.3683090      1.33       29.23       5.052       14.07       11.57        3.68         2.9       6.575       0.047       6.924       0.074       5.871       0.529       6.433       0.525       22.38       10.43     0.07643          -1         -99         -99       6.532         -99           1
628        189.3333435   62.3680763      1.29       38.77       3.588       41.48       7.493       2.167       2.921       9.486       0.041       8.622       0.073       6.149       0.457       4.953       0.503       22.15       10.08     0.05095       1.255           1          21     0.07492    2.91e+04           1
