#        _id   snrFIRSMM     zFIRSMM      snr100      snr160      snr250      snr350      snr500      snr850     snr1160
#
    1.18e+04       2.745       0.751      0.7308       2.646         -99         -99         -99      1e-109         -99
    1.18e+04       3.362       0.993       1.406       3.012       0.504         -99         -99      1e-109         -99
   1.181e+04       25.57       0.848       19.17       16.28       4.541      0.8931         -99      1e-109         -99
   1.181e+04       37.28       0.557        34.9       12.53       3.775     0.04897         -99      1e-109         -99
   1.181e+04       7.589       2.872       2.521        2.81       3.505        3.47        1.83       3.169       2.371
   1.183e+04       10.02       0.551         9.5       1.588       2.216       1.646         -99      1e-109         -99
   1.183e+04       44.78      0.1056       31.73        31.1       5.483      0.8739         -99      1e-109         -99
   1.183e+04       3.544      0.8208       2.576       2.435         -99         -99         -99      1e-109         -99
   1.184e+04       1.724         1.8      0.8627       1.493         -99         -99         -99      1e-109         -99
   1.185e+04       3.092        3.14      0.3615       2.253      0.7309      0.3917         -99      0.2699       1.895
   1.185e+04        10.7      0.9093        5.62       4.889        7.05       3.062           0      1e-109         -99
   1.186e+04       1.642       1.753       1.642   1.151e-05         -99         -99         -99      1e-109         -99
   1.186e+04       1.932      0.5114       1.932    2.46e-05         -99         -99         -99      1e-109         -99
   1.186e+04       3.914       1.001        1.98       3.173       1.153         -99         -99      1e-109         -99
   1.188e+04        8.31       1.465       7.149       3.718       2.031         -99         -99      1e-109         -99
   1.189e+04       2.983       1.761       2.766       1.117         -99         -99         -99      1e-109         -99
   1.189e+04       8.621       0.887       4.468       7.184       1.659         -99         -99      1e-109         -99
    1.19e+04       5.035      0.5178       2.529       4.061       1.569         -99         -99      1e-109         -99
   1.190e+04       6.492       1.023       4.058       4.871       1.397         -99         -99      1e-109         -99
   1.191e+04       5.275        1.23       0.632       3.954       3.034       1.606         -99      1e-109         -99
   1.191e+04       2.585        2.54       1.061       2.246     0.03586         -99         -99      0.7134         -99
   1.193e+04       3.296       0.791       2.373       2.287         -99         -99         -99      1e-109         -99
   1.193e+04       2.814       2.651      0.3387   3.221e-12        1.46       1.327       1.782      0.7313      0.4496
   1.194e+04       5.074       0.829       3.135       2.382       3.185      0.2989         -99      1e-109         -99
   1.194e+04       7.196       3.212      0.8771       4.253       3.339        2.08       2.523       3.049       1.334
   1.194e+04       2.403       2.655       1.373       1.853      0.6749         -99         -99      1e-109         -99
   1.194e+04       4.945        3.03       3.104       2.734       2.061         -99         -99      0.7928        1.57
   1.195e+04        12.3       0.562       8.279       8.982       1.468         -99         -99      1e-109         -99
   1.195e+04       2.903       1.811       2.901     0.05591     0.09386         -99         -99      1e-109         -99
   1.196e+04       3.652       1.782     0.01605       3.481       1.105         -99         -99      1e-109         -99
   1.196e+04       2.794       2.421        2.36       1.496         -99         -99         -99      1e-109         -99
   1.197e+04        6.35       3.002       0.111       2.966       3.521       1.926         -99       1.921       3.423
   1.197e+04   5.906e-05      0.9113   5.601e-05   1.876e-05         -99         -99         -99      1e-109         -99
   1.197e+04       1.715      0.8071      0.6686        1.58         -99         -99         -99      1e-109         -99
   1.198e+04       16.02       2.325       10.91       9.523       5.662       3.286       1.986      1e-109         -99
   1.198e+04       1.676       1.016       1.676    1.04e-05         -99         -99         -99      1e-109         -99
   1.198e+04       5.551      0.5281       3.264        3.59       2.696         -99         -99      1e-109         -99
   1.198e+04       18.72       0.051       18.53       2.654         -99         -99         -99      1e-109         -99
   1.199e+04        8.47        2.26       3.609       5.566       3.931       2.773       1.059       1.237       1.394
     1.2e+04         113       1.219       75.91       76.35        27.5        17.1       9.796       5.047       2.218
   1.201e+04        6.06        1.77       2.354       4.487       2.651       0.568         -99       1.922         -99
   1.203e+04       8.001       0.458       3.005       7.381      0.7112         -99         -99      1e-109         -99
   1.204e+04       3.086        1.21       2.547       1.742         -99         -99         -99      1e-109         -99
   1.205e+04        7.21      0.4587        6.72       2.613         -99         -99         -99      1e-109         -99
   1.207e+04       2.282       1.222      0.6049         2.2         -99         -99         -99      1e-109         -99
   1.207e+04       2.917       1.097       2.267       1.837         -99         -99         -99      1e-109         -99
   1.208e+04       12.57      0.4742        9.98       7.151       2.703         -99         -99      1e-109         -99
   1.208e+04       4.924       0.558       4.317       2.367         -99         -99         -99      1e-109         -99
   1.209e+04      0.9011       1.725      0.5983      0.6738         -99         -99         -99      1e-109         -99
    1.21e+04       8.415       1.109       3.798       4.982       4.802       2.918         -99      1e-109         -99
   1.211e+04       8.293      0.6393       7.564       3.155       1.265         -99         -99      1e-109         -99
   1.211e+04        2.94       1.713       1.293       2.641         -99         -99         -99      1e-109         -99
   1.212e+04       2.145       3.264     0.01592      0.5724       1.929      0.6816       0.295    3.16e-09    4.12e-10
   1.212e+04       34.82       0.286       26.84       19.36       9.752       4.078       2.349      1e-109         -99
   1.212e+04       7.614       1.334       4.161       6.352      0.5562         -99         -99      1e-109         -99
   1.213e+04       1.264       2.589    5.17e-05       1.264         -99         -99         -99      1e-109         -99
   1.213e+04       11.15       1.043       5.621       7.998       4.703        2.57         -99      1e-109         -99
