#     _id          _ra          _de       zp_X         f24        df24         f16        df16        f100       df100        f160       df160        f250       df250        f350       df350        f500       df500       f1160      df1160       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
9489       189.3848419   62.2384987      1.16       126.2       6.783       130.7       6.495       1.729      0.3315        2.26      0.6223       7.824       1.271         -99       1e+10         -99       1e+10         -99       1e+10       7.215       2.591       34.38       0.046       31.03       0.069       21.74       0.399       22.14        0.46       20.47        10.7     0.01373       1.224           1          21           0    3.32e+04           1
9492       189.5462494   62.2374763         1      -0.553       1e+13         -99       1e+10      0.2267   2.524e+05       2.568       6.802       11.76       6.209       6.969       3.808         -99       1e+10         -99       1e+10       12.21       2.849       41.84       0.083         -99         -99       27.41       0.891       27.79       2.394       20.36        10.9      0.1535          -1         -99         -99       16.79         -99           0
9514       189.0888367   62.2380981      0.54       116.1       10.04         102       10.32        1.53      0.4547       5.911       1.196       9.256       4.474         -99       1e+10         -99       1e+10         -99       1e+10       7.102       2.496        75.3       0.055       56.27       0.071       49.58       0.418       42.98       0.476       18.96       10.91     0.09948      0.5174           1          25     0.07328        7421           1
9520       189.2012177   62.2379990      2.21       163.5       5.545       52.19       7.574       2.864      0.4519       5.803       1.005       11.84       2.765       7.187        4.36      0.4448       9.631         -99       1e+10        21.5         2.4       10.55        0.03       11.27       0.048       14.33       0.295       14.11       0.339       22.13       10.49      0.1344       2.002           1          34       0.198    1.71e+04           1
9526       189.5385132   62.2378578      0.81       207.9       16.84         -99       1e+10       2.046       2.156       7.505       33.62       4.192       28.04       2.029       60.16         -99       1e+10         -99       1e+10       12.32       2.791       46.88       0.076       32.66       0.375       31.32       0.808       25.14       1.745       19.87       10.75      0.1309          -1         -99         -99       11.18         -99           0
9538       189.3154907   62.2379723      0.77       83.19       5.158       65.04       7.397      0.3938      0.2855       3.257      0.5874       3.806       1.317         -99       1e+10         -99       1e+10         -99       1e+10       11.34        2.47        16.7       0.036       11.46       0.057       12.76       0.346       8.772       0.411        20.9       9.998     0.05298      0.7609           1          21     0.02904    2.76e+04           1
9539       189.3491211   62.2380524      2.14       64.15       5.324       0.257       6.789     0.05014      0.3424       1.321      0.7143       6.244       1.642         -99       1e+10         -99       1e+10         -99       1e+10       4.749        2.55       5.771       0.038       6.378       0.067       7.655       0.396       5.924       0.474       22.55       10.51     0.05493          -1         -99         -99       5.297         -99           1
9548       189.0104980   62.2378006      2.21       29.57        6.11       0.257       7.654    -0.03261      0.3236     0.01973      0.5857         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.602       2.594       7.207       0.042       6.955       0.064       6.522       0.439       4.988       0.517       21.85        10.4      0.1686          -1         -99         -99       8.649         -99           1
9551       189.0484161   62.2378693      1.51       76.53       5.743       29.33        9.59      0.2291      0.3277       1.866      0.8285       1.289         4.3         -99       1e+10         -99       1e+10         -99       1e+10       3.341       2.556       9.009       0.039       9.755       0.063       10.26       0.413       8.078       0.486       22.01       10.58      0.1397       2.028           1          34      0.1648        4572           1
9553       189.0582886   62.2375641      0.24         250       4.287       244.3        7.14       5.589      0.3689        9.53      0.7568       6.072       1.619         -99       1e+10         -99       1e+10         -99       1e+10       16.07       2.566       58.09       0.051       49.32       0.069        38.1       0.411       214.9       0.491       18.79       9.868      0.1452      0.2069           1          21      0.1099        5219           1
9555       189.0725861   62.2378845      0.18       81.66       4.698       54.64       9.386       1.634      0.4864       3.348       1.295         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        1.62       2.491       22.98       0.043       16.65       0.063       11.92       0.408       52.65       0.475       19.86       9.218     0.07508      0.1567           1          21      0.0606        6177           1
9567       189.5418701   62.2378273       -99       69.74       10.99         -99       1e+10    -0.03261       1.034     0.01973       13.52   3.209e-07       9.826         -99       1e+10         -99       1e+10         -99       1e+10      0.1224       2.824       0.222       0.072         -99         -99       0.082       0.834      -0.499       1.917         -99         -99        4.01          -1        -999         -99       12.72         -99           0
9592       189.0869293   62.2375832       1.5       94.71       6.298       11.21       12.35      0.9176      0.4379       1.541       1.005   3.209e-07       3.448      0.4278       3.001         -99       1e+10         -99       1e+10       10.45        2.51       18.11       0.042       21.28       0.063       22.82       0.411       20.39        0.47       21.46       11.08      0.2614          -1         -99         -99       3.727         -99           1
9593       189.0915833   62.2375946      1.35       107.8       4.732       133.1       9.454       3.056       0.402       4.058      0.8749       4.003       2.219       5.341       2.776         -99       1e+10         -99       1e+10        18.6         2.6       23.84       0.043       23.38       0.066       17.67       0.414       19.18       0.475       20.87       10.72      0.1595       1.382           1          21      0.1825        7628           1
9608       189.0750732   62.2372475      2.25          59       4.228       0.257        10.5       1.255      0.4216       1.102      0.9012       1.494       2.927         -99       1e+10         -99       1e+10         -99       1e+10       5.629       2.515       5.634       0.039       6.434       0.061       7.583       0.411       7.477       0.473       22.77       10.39     0.09613          -1           2          72      0.1128        6376           1
9610       189.2075958   62.2374382      1.59       116.1        6.69       21.32       5.901       1.142      0.3578       3.806      0.7949       5.856       3.016       2.329       3.055         -99       1e+10         -99       1e+10       2.467       2.582       11.39        0.03          12       0.047       11.65       0.292        9.52       0.333       21.72       10.59     0.02904       1.872           1          34      0.1818   1.765e+04           1
9612       189.4441681   62.2373695      0.49       44.21       8.662       34.25       11.03      0.6816      0.4465       2.738       1.004         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       10.93       2.699       16.42       0.042       14.14       0.072       11.58       0.428       16.48       0.502       20.59       9.948      0.3098      0.5113           1          21      0.3838   3.664e+04           1
9613       189.4421997   62.2369843      0.95       160.5       5.197       128.3       9.815       1.366      0.4119       2.788       1.013        7.86        1.57         -99       1e+10         -99       1e+10         -99       1e+10     -0.1928       2.673       65.55       0.053       45.92       0.078       35.79        0.43       27.55       0.501       19.28       11.27     0.09439      0.9369          -1          81      0.1522   3.656e+04           1
9615       189.5305939   62.2373047      2.55       41.42       12.31         -99       1e+10       1.197       0.715       3.771       5.481       6.184       2.303       6.969        6.11         -99       1e+10     0.03339      0.8205       4.253       2.844        5.68       0.064       4.929       0.298       4.177       0.707       4.949       1.515       22.51        9.81      0.5617          -1         -99         -99       8.583         -99           0
9616       188.8977203   62.2370529      0.55      -0.553       1e+13         -99       1e+10       2.811   2.098e+06       5.646       1.896       8.765       2.122         -99       1e+10         -99       1e+10         -99       1e+10       10.01       2.914         -99         -99       16.74       0.278         -99         -99       21.47        2.28       20.31       10.49      0.2458          -1         -99         -99       49.31         -99           0
9623       189.1965637   62.2372780      0.57       25.93       7.221       38.93       7.999      0.6495       0.326     0.01973      0.9288         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1.599       2.519       7.359       0.029       5.266       0.046       5.319       0.295       3.896        0.34       21.74       9.578      0.0606        0.61          -1          81      0.0606   1.666e+04           1
9634       188.9403076   62.2367592      0.66       56.32       8.739         -99       1e+10        1.12      0.4989     0.09738       0.973         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.7226       2.737       13.67        0.07       9.784       0.088       8.648       0.746       5.294        0.71       21.11        9.78      0.2343          -1         -99         -99       9.249         -99           0
9635       188.9625854   62.2367973      1.48       34.04        6.54       10.34        10.4       0.637      0.4687      0.9534      0.7679       3.147       1.139         -99       1e+10         -99       1e+10         -99       1e+10       8.181       2.685        9.34       0.052       10.15       0.075        8.06       0.562       7.704       0.596       21.98        10.5      0.1668          -1         -99         -99       19.02         -99           0
9642       189.3790283   62.2369652      3.58       7.518       7.008       0.257       6.032      0.3899      0.2843       1.174      0.5605       2.861       1.563       2.033       2.105        2.68       3.963      0.2203      0.5536       8.079       2.567       2.681       0.037       3.129       0.065        2.95       0.399       3.723       0.461       23.68       10.78      0.3098          -1         -99         -99       11.23         -99           1
9644       189.5180359   62.2368774      1.41       71.05       11.09         -99       1e+10   -0.002578      0.5373     0.01973       1.261         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.391       2.795       5.258       0.057       6.063       0.175       8.093       0.628       8.747        1.15       22.68       10.37      0.0824          -1         -99         -99       14.85         -99           0
9647       188.9655151   62.2368736      2.57        1.67       6.937       0.257       9.464    -0.03261      0.4803     0.01973      0.8957         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       7.689       2.665       0.861       0.049       0.586       0.072       0.278       0.547      -0.093       0.586       24.46       9.868     0.01373          -1         -99         -99       14.57         -99           0
9649       189.0702667   62.2369385      0.69       20.48       7.865       9.117       10.48      0.8261      0.4472      0.6089       1.205         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.899       2.536       8.194       0.039       5.786       0.061        6.16       0.408       5.832       0.477          22       9.798      0.1392          -1           3          72      0.1631        6023           1
9650       189.0720673   62.2364998      0.89       51.32       6.515       36.19       9.099      0.5453      0.5902      0.6198       1.922         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.633       2.509       13.08       0.041       8.694       0.062       8.339       0.406       8.828       0.474       21.42       10.12     0.08628      0.8462           1          21      0.0606        6141           1
9662       189.4667816   62.2367401      0.91       26.67       4.526       4.616       8.675    -0.03261      0.4342     0.01973       0.972         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.719       2.763       34.91       0.049       24.67       0.083       17.97       0.449        14.1        0.56       20.16       10.89     0.05118          -1         -99         -99       4.714         -99           1
9663       189.5246887   62.2365646      0.88       47.19       11.75         -99       1e+10      0.1696      0.6025       1.053       4.642         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       5.862       2.812       11.76       0.062       8.404       0.272       6.816       0.686       7.857       1.375       21.25       10.02      0.1452          -1         -99         -99       15.94         -99           0
9691       189.4054108   62.2364693       0.9       129.7       4.238       113.9       7.685       1.197      0.3348       2.498      0.7163       5.579       1.354         -99       1e+10         -99       1e+10         -99       1e+10       11.27        2.65        25.2       0.043       17.08       0.067       17.01       0.404       11.63       0.462        20.5       10.36     0.02904      0.8494           1          21     0.01373   3.452e+04           1
9693       189.4150085   62.2364998      2.73       15.55       4.636       6.558       7.614      0.4349      0.2998      0.2769      0.5894         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.3591        2.64       1.637       0.036       1.783       0.065        2.47       0.413       1.486       0.462       23.83       9.998     0.08153          -1         -99         -99       10.86         -99           1
9709       189.1385651   62.2364197      1.32       23.82        6.43       4.577       8.132      0.4615      0.4608       2.219       1.249         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.2271       2.451       4.234       0.035       4.198       0.055       3.905       0.372       3.814       0.423       22.78       9.758     0.09613       1.345           1          21       0.097   1.143e+04           1
9710       189.1392059   62.2356987       -99       34.36       3.708       17.61       6.999      0.3354      0.5205     0.01973       1.428       8.793       2.673       6.656       6.027       16.07       2.327       4.907      0.5813        35.8         4.1       1.289       0.034       2.074       0.055        2.96        0.37       5.302       0.423         -99         -99         1.4          -1        -999         -99       2.905         -99           1
9722       189.5645905   62.2360077      1.29      -0.553       1e+13         -99       1e+10       5.693   5.206e+05       10.84       12.42       24.63       3.055       11.36       6.481       7.801       16.71    -0.06307       1.078        63.5        12.7       65.13       0.216         -99         -99       53.01       2.513         -99         -99       19.77       11.12      0.1796       1.304           1          72      0.1466          -1           0
9751       189.5453949   62.2359619      0.44       36.68       17.58         -99       1e+10      0.3061   2.162e+05       2.918         9.4         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     -0.4035       2.817       2.421       0.083         -99         -99       4.191       0.974      -2.215       2.592       22.43        9.17      0.1713          -1         -99         -99       12.93         -99           0
9753       188.9893341   62.2357140       4.3       32.18       6.418       0.257       6.228      0.5042      0.3395      0.4625      0.5976         -99       1e+10         -99       1e+10         -99       1e+10      0.1837      0.5538       2.045       2.609       3.038       0.043       2.268       0.067       3.612        0.46       2.223       0.537       22.61       10.52     0.05299       4.196           2          72      0.0606        1643           0
9754       189.0007019   62.2357941      0.07       329.8       5.388       270.3       7.386       8.959      0.5201       12.33      0.9775       9.412       1.264         -99       1e+10         -99       1e+10         -99       1e+10       14.14       2.584       105.4       0.063       73.65       0.076       67.15        0.45       375.6       0.526       17.98       9.598      0.1099      0.1137           1          21     0.09613        2061           1
9761       189.2815857   62.2359848      3.21       160.5        15.2       3.985       11.42       1.303      0.4639       4.058       1.062       11.52       2.327       12.63       5.135        14.2       12.23       1.523      0.7472        32.7         4.4       9.924       0.031       14.65       0.051       22.44       0.309       22.93       0.357       22.37       11.62       0.194          -1         -99         -99       2.904         -99           1
9762       189.2799835   62.2355652      2.43       143.6       18.88       31.55       9.781       1.058      0.5149       4.407      0.9279       16.32        2.03       19.58       5.023       13.68       11.86      0.4029      0.7478        28.3         4.2       18.13       0.034        23.3       0.052       31.76       0.309       28.95       0.356        21.6       11.33     0.07508        2.49          -1          42      0.1713   2.453e+04           1
9781       189.4599609   62.2354584      0.43       19.91       5.316       22.11       9.417      0.9903      0.3141         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     -0.3294       2.748       47.72        0.05       34.79       0.082       25.77       0.442       17.15       0.551       19.31       10.59      0.3856      0.4589           1          21      0.3987   3.744e+04           1
9782       189.4683685   62.2355843      1.02       126.2       4.802       158.5        16.8           3      0.4409       5.246      0.8829       7.114       1.517       1.611       2.698         -99       1e+10         -99       1e+10        14.6       2.763       24.46       0.046       20.55       0.084       14.69       0.453       16.93       0.575       20.86       10.44      0.2434       1.154           1          72      0.2391   3.773e+04           1
9786       189.0740814   62.2355003      1.67       400.2       12.01       130.7       7.624       2.759      0.4826       9.707       1.217       17.07       2.418       13.98       1.841       10.19       1.968       1.044      0.4563       14.08       2.508       49.18       0.049       55.59        0.07       50.46       0.413       40.15       0.475       20.28       10.35     0.03754        1.67          -1          45      0.3536        6318           1
9790       189.2390900   62.2355347      1.45       119.4       4.481       110.8       5.892       4.774      0.4037        9.53      0.7744       13.93       1.406       9.378       2.556         -99       1e+10         -99       1e+10        28.2         5.2       22.58       0.034       25.76       0.051       21.89       0.294       19.98       0.334       21.02       11.06      0.0485        1.46           2          72     0.05493    2.08e+04           1
9798       189.1359253   62.2354774       1.4       119.4       4.791       152.8       6.923       2.759      0.4023       4.656      0.7569       9.727       1.541        10.2       4.329         -99       1e+10         -99       1e+10        27.6         4.9       18.53        0.04       20.98       0.059       17.85        0.38       19.66       0.435       21.57       10.75      0.0485          -1         -99         -99       5.587         -99           1
9813       189.4533844   62.2351837      1.18       24.74        4.74       34.89        8.46      0.0257      0.3412      0.9449       0.639         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     -0.3278       2.668        6.41        0.04       5.189       0.075       2.859       0.437       2.792       0.526       21.97        9.92      0.1971       0.513           1          72      0.1287   3.718e+04           1
9821       189.0061646   62.2351036       1.7       40.65       6.146       9.282       7.699      0.6882      0.3503      0.5472      0.6954         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.401       2.611       13.75       0.043        14.9       0.066       11.41        0.44       11.53       0.518       21.53       10.85      0.0944          -1           3          72      0.0606        2286           1
9824       189.2062683   62.2352028      0.72       179.3       5.191       148.7        5.76        3.75      0.3729       5.911      0.9816       3.823       2.529         -99       1e+10         -99       1e+10         -99       1e+10        18.5         2.5       36.23       0.038        23.6        0.05       24.92       0.294       19.51       0.333       20.18       10.47     0.08564      0.7517           1          21       0.103   1.754e+04           1
9837       189.0508423   62.2350159      1.67       52.28       5.118       29.87       7.634      0.3822      0.2989      0.7151      0.5637       1.813       1.515         -99       1e+10         -99       1e+10         -99       1e+10       4.545       2.544       7.154       0.039       8.406       0.063       6.473       0.414       6.155       0.489       22.63       10.83      0.0485          -1         -99         -99        6.69         -99           1
9846       189.3609467   62.2351379      0.44       44.62       4.806       32.43        5.89      0.5614      0.3006       1.132      0.5975         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.928       2.572       29.78       0.046       22.65       0.068       17.72       0.401        18.9       0.472       19.87        10.4     0.08564      0.4754           1          21     0.07799   3.132e+04           1
9849       189.3987122   62.2349434      1.69       72.38       4.477       29.87       7.995      0.1772      0.2668      0.4544      0.5807         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.418       2.579       9.937       0.039        10.8       0.065       8.324       0.399       7.202       0.456       22.07       10.47      0.6516       1.289           1          34      0.7249   3.408e+04           1
9861       189.1869354   62.2349815      1.75       41.03       7.664       17.61       6.612      0.1734      0.2908       1.613      0.6291         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       8.321       2.509       5.313       0.029       5.933       0.047       6.766       0.303       6.138       0.345       22.67       10.49      0.1262       1.095           1          72      0.1532   1.583e+04           1
9862       189.2521820   62.2349434      0.37       117.2       4.766       85.65       7.742       2.399       0.353       5.966      0.6878       6.287       1.274         -99       1e+10         -99       1e+10         -99       1e+10        10.7       2.427       43.08        0.04       35.67       0.053       26.41       0.297       39.46       0.338       19.32       10.47     0.07328      0.4226           1          21      0.0606   2.207e+04           1
9879       189.1058044   62.2346420      1.01       27.18       6.156       51.71       8.254         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     -0.2692       2.482       709.8       0.133       506.9       0.123         354       0.455       197.5       0.472       16.17       7.718      0.1818          -1           1          72     0.09948        8760           1
9887       189.2483063   62.2335472      0.17       43.39       3.872       11.21       6.797        1.12      0.3349         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       7.962       2.448       7.296       0.029       7.227       0.047       7.174       0.294       8.579       0.336       21.49       8.428       0.291          -1         -99         -99        4.25         -99           1
9891       189.3219452   62.2347412      1.46       22.09       4.888       6.978       7.321      0.5781      0.3073      0.9974      0.5937         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1.908       2.477       3.939       0.032         4.1       0.056       3.388       0.345        2.43       0.411       22.83       9.908     0.07328       1.515          -1          81     0.05493   2.816e+04           1
9900       189.1930847   62.2346191      1.01       215.7       6.604       127.1       7.245      0.5092      0.3216       2.081      0.7075         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       277.6         4.4       89.85       0.051        83.8       0.063       90.07        0.31       108.3       0.349       19.37       11.04       0.103      0.9602           1          25     0.08628   1.636e+04           1
9902       189.2621613   62.2346840      1.17       98.29       13.25       133.1       14.79       1.934      0.5272      0.1362      0.9794       7.489       4.721         -99       1e+10         -99       1e+10         -99       1e+10        16.7         2.3       14.01       0.031       14.77       0.049       12.51       0.296       17.04       0.342       21.88       10.05      0.1818       1.244          -1          81      0.1943   2.305e+04           1
9916       189.4865417   62.2343788      3.03       10.69       10.49         -99       1e+10      0.1932      0.3869     0.01973      0.7021   3.209e-07       1.639         -99       1e+10         -99       1e+10         -99       1e+10       8.208       2.739       0.742       0.043       0.868       0.106        0.42       0.499      -0.208       0.701       23.71       10.16      0.3471          -1         -99         -99       25.52         -99           0
9918       188.9839935   62.2341003      1.16       71.05       9.528       59.34       7.167      0.3354      0.3827       2.344      0.5818       3.284       1.515         -99       1e+10         -99       1e+10         -99       1e+10       11.44       2.631       54.68       0.055       42.17       0.073       30.95       0.468        25.3        0.54       19.91       11.19      0.1233          -1           2          21     0.09613        1467           0
9921       189.1248474   62.2341766      0.82       127.4       8.352       121.4       7.164       1.392      0.2995       4.133      0.6866       4.324       1.213         -99       1e+10         -99       1e+10         -99       1e+10        4.81       2.459       34.69       0.046       23.13       0.064       22.87       0.404       15.03       0.455       20.51       10.31      0.2076      0.7936           1          21      0.3384    1.03e+04           1
9922       189.1531525   62.2342606      0.71       45.89       5.578       43.06       6.179      0.7799      0.2778       2.409      0.5277         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       6.349       2.499       5.736       0.033        3.98       0.052       4.615       0.347       3.628       0.399       22.38       9.488     0.09948       0.749           2          72     0.09613   1.272e+04           1
9927       189.4103394   62.2341995       0.9          35       9.797       22.51       11.14    -0.03261      0.5842       1.357        1.13         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.495       2.611       32.85       0.045       23.56       0.068        18.7       0.406       15.99       0.464        20.5       10.86     0.07799      0.9585           1          25     0.05808   3.479e+04           1
9928       189.4094696   62.2334671      0.49       104.9       7.069       54.14       8.531       3.386      0.6079       3.055       1.519         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.091       2.622       23.99       0.043       18.93       0.068       18.48       0.406       23.46        0.46       20.15       10.22      0.0824       0.511          -1          81      0.0606   3.475e+04           1
9931       189.5487823   62.2341042      1.27      -0.553       1e+13         -99       1e+10      0.7362   2.932e+05        2.26       6.612       2.573       2.522         -99       1e+10         -99       1e+10         -99       1e+10       9.474       2.917       13.19       0.114         -99         -99       8.567       1.319         -99         -99       21.51       10.58       0.495          -1         -99         -99       18.07         -99           0
9954       188.9803314   62.2336693      2.13       22.94        6.96       0.257       7.397    -0.03261      0.3804         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.081       2.654       5.803       0.043       5.787       0.067       5.661       0.469       4.637       0.546       22.11       10.47      0.1162       1.142           1          34       0.207        1381           0
9957       189.0732117   62.2339058      0.83       27.43       5.184       45.91       10.15       1.392      0.4384     0.01973       1.402         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       8.558        2.53       12.38        0.04       8.018       0.061       8.757       0.404       5.229       0.478       21.32       9.928      0.1262      0.8166           1          21      0.1262        6239           1
9958       189.0715332   62.2336960      0.74       41.42       3.329       19.82       10.79      0.3124       0.498       1.815       1.052         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1.787        2.54       10.49        0.04       7.591       0.062       6.938       0.401       4.258       0.478       21.65       9.968      0.0485      0.8159           1          21      0.0657        6106           1
9964       188.8888397   62.2335129      1.55      -0.553       1e+13         -99       1e+10     0.02155   2.368e+06       1.815       2.116       8.013       2.322       8.586       2.921         -99       1e+10         -99       1e+10       11.29       2.844         -99         -99         -99         -99         -99         -99       15.13       2.868       22.34       10.16      0.5617          -1         -99         -99       42.91         -99           0
9970       189.2614136   62.2337646      1.18       292.5       12.82         409       13.55       6.245      0.8321       17.01       2.145       11.13       9.678       3.099       6.296       6.312       16.12         -99       1e+10        35.1         2.4       54.51       0.043       52.26       0.057       37.81       0.302       45.87       0.344       20.05       11.07      0.1236       1.246           1          21      0.1397   2.299e+04           1
9973       189.4977722   62.2333565      1.03       64.75       11.41         -99       1e+10    -0.03261      0.5855      0.2166       1.321       8.282       1.946         -99       1e+10         -99       1e+10         -99       1e+10       5.306       2.753       58.62        0.06       45.65       0.132       30.67        0.56       24.12       0.879       19.65       11.36      0.1713          -1         -99         -99       26.09         -99           0
9981       189.2087402   62.2335968      2.19       66.58       7.421       0.257       7.087       2.467      0.3746       4.288      0.8357       9.643       2.614       4.047       4.427       4.327       6.735         -99       1e+10       16.73        2.43       3.128       0.027       3.273       0.045       3.485       0.291       3.497       0.333       22.87       10.33      0.1818       2.231           1          34       0.194   1.778e+04           1
9986       189.4173431   62.2334023      0.47       19.35       4.413       10.62        7.56      0.7084      0.3528         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.364       2.591        11.7       0.039       8.717       0.066        7.24        0.41       6.655       0.464       20.89       9.858     0.05118       0.514          -1          81     0.01373   3.516e+04           1
9988       189.5629883   62.2335320       -99      -0.553       1e+13         -99       1e+10       2.864   6.079e+05       6.362       16.56       14.57       3.934       15.38       5.789       10.77       13.25      0.4029      0.9081       13.01       2.914         -99         -99         -99         -99         -99         -99         -99         -99         -99         -99       1.158          -1        -999         -99       9.187         -99           0
9991       189.1428223   62.2334518       1.4       157.6       4.576       231.2       6.158       4.391      0.3931       8.694       0.839       9.287       1.508        6.78       2.762         -99       1e+10         -99       1e+10        53.4          12       35.97       0.044       38.18       0.062       29.43       0.374       30.02       0.424       20.84       11.08     0.07328       1.382           2          72      0.0944   1.181e+04           1
9999       189.2776947   62.2333527      3.01        22.3       5.536       6.617       7.702    -0.03261      0.2797         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        1.87       2.455       3.568       0.028       4.067       0.048       4.094       0.303       4.796        0.35       23.09        10.4      0.0606       2.926           1          34     0.01373   2.435e+04           1
10002      189.3512573   62.2332153      1.49       43.39       5.063       30.98       5.098    -0.03261      0.3211     0.03333       0.666         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        19.2         2.7       13.76        0.04       16.76       0.068       13.96        0.39       11.64       0.476       21.31       10.87      0.2178          -1          -1          81       0.437   3.056e+04           1
10004      189.4441681   62.2331772       0.5       21.88       5.749       40.02       6.743      0.7084      0.3032      0.7614      0.5724         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.998       2.651       96.18        0.06       68.25       0.082       52.67       0.438       30.92       0.517       18.46       10.84     0.05493      0.5123           1          21           0   3.666e+04           1
10005      189.4563904   62.2331963      2.35       50.84        6.19       22.72       10.93       1.446      0.3456       3.027      0.7633         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.101       2.662       18.26       0.044       20.03        0.08       22.95       0.445       18.63       0.548       21.27       11.24     0.02559          -1         -99         -99       6.997         -99           1
10006      189.5350647   62.2331161      1.82       81.66       17.46         -99       1e+10        1.11      0.8701        2.12        6.17       5.642       2.632   2.905e-07       6.811         -99       1e+10         -99       1e+10       10.32       2.794       6.295       0.079         -99         -99       9.024       0.914         -99         -99       22.61       10.59      0.3285          -1         -99         -99       7.814         -99           0
10008      189.0027313   62.2330627       2.1        80.9       6.037        12.6       6.737      0.5894      0.3097       1.832      0.7797   3.209e-07       1.567         -99       1e+10         -99       1e+10         -99       1e+10       5.838       2.591       6.723       0.041       6.952       0.066       6.891        0.44       5.931        0.52        22.3       10.55      0.2549       2.049           1          34      0.2622        2138           1
10012      189.4593506   62.2330551      1.39       89.59       8.363       95.63       16.38       1.267      0.3964       2.365       0.848        9.88       1.111       9.919       2.013         -99       1e+10         -99       1e+10        68.4         5.9       17.14       0.044          20       0.083       20.84        0.45       23.21       0.563       21.53       10.83     0.08713          -1         -99         -99       8.885         -99           1
10019      189.0377350   62.2330399      2.15       14.83       4.996       0.257       6.591     0.06873       0.282     0.01973      0.5452         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       9.155       2.542        3.54       0.038       3.755       0.064       4.016       0.421       2.073       0.504       22.63       10.26     0.08628       2.048           1          34     0.07328        3897           1
10026      189.4267731   62.2331009      0.95       21.68       4.633      0.6657       8.525      0.3938      0.2945     0.09809      0.5605         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1.298       2.624       6.082       0.039       5.412       0.068       3.791       0.417       3.742       0.475       22.81       9.838      0.2828          -1         -99         -99        2.65         -99           1
10027      189.4341125   62.2328873      0.44       25.69       3.853       13.92       7.724      0.7505      0.2977         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       5.679       2.624       37.14       0.047       26.79       0.073       20.76       0.425       14.58       0.489       19.43       10.39     0.02747      0.5116           1          21      0.0485   3.613e+04           1
10029      189.5018158   62.2318840      1.05       37.37       8.656         -99       1e+10      0.1811   2.364e+05     0.01973         1.5   3.209e-07       7.402         -99       1e+10         -99       1e+10         -99       1e+10       9.492       2.748       5.359       0.054       4.001       0.149       3.245       0.611       6.355       1.008       22.44        9.77           0          -1         -99         -99       19.04         -99           0
10044      189.3603058   62.2328682      0.41       45.04       3.951       23.56       6.633      0.9716      0.3145       1.433      0.6462         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       5.722       2.571       25.75       0.043       19.69       0.069       14.74       0.394        16.9       0.473       20.07       10.31     0.05299      0.4735           1          21     0.05299   3.127e+04           1
