# id     ra            dec          z        ez        z_sp     z_op    fK         dfK        fch1       dfch1     fch2       dfch2     fch3       dfch3      fch4       dfch4      f24       df24       f16         df16       f100       df100      f160       df160       f250       df250    f350       df350    f500       df500    f850        df850    f1160      df1160   f20cm       df20cm     SNR     Mstar           SFR       eSFR      sSFR      goodArea   Type_AGN   Type_SED   Type_FIR  
  1002   189.2170105   62.3566551   0.948    -1.0      0.948    0.97    0.0207     0.00207    0.02521    1.1E-4    0.02123    1.16E-4   0.01707    0.001406   0.01617    8.51E-4    0.1369    0.006349   0.1321      0.01059    1.7        0.351      1.966      0.787       -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01846     0.002818   5.45    3.17699994E10   9.011     1.653     0.2837    1          1          -1         1         
  1005   189.2657776   62.3562546   2.885    0.2775    -1.0     2.85    0.002655   2.655E-4   0.01315    4.8E-5    0.01312    7.6E-5    0.01643    5.26E-4    0.01706    5.32E-4    0.1238    0.005739   0.04351     0.007051   2.535      0.3177     6.597      0.5993      9.658      1.906    10.73      6.206    13.04      7.441    2.872       0.8772   2.13E-10   0.4431   0.01661     0.002858   15.08   5.152E10        339.9     126.3     6.598     1          0          0          1         
  1006   189.2728271   62.3565483   0.946    -1.0      0.946    0.96    0.06982    0.006982   0.08686    6.1E-5    0.06438    8.2E-5    0.05634    5.11E-4    0.04637    5.21E-4    0.5059    0.0156     0.3879      0.01562    5.398      0.2894     14.76      0.6355      19.79      3.953    14.49      6.993    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0352      0.0033     30.28   1.26500004E11   47.82     2.078     0.3781    1          0          -1         1         
  1008   189.3099976   62.3564682   1.029    -1.0      1.029    0.97    0.02443    0.002443   0.03632    4.8E-5    0.028      7.3E-5    0.02205    4.42E-4    0.02226    4.93E-4    0.2207    0.006965   0.193       0.01193    2.815      0.318      6.385      0.7444      8.351      2.491    6.536      3.998    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009291    0.002836   12.88   4.187E10        27.95     2.416     0.6675    1          0          -1         1         
  1037   189.2053833   62.3553391   0.7703   -1.0      0.7703   0.77    0.0263     0.00263    0.02181    1.29E-4   0.01546    1.36E-4   0.02373    0.001735   0.01227    9.79E-4    0.1039    0.004958   -99.0       1.0E10     1.064      0.3317     2.236      0.7007      7.177      2.743    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01017     0.002807   5.226   1.208E10        4.908     0.9392    0.4064    0          0          -1         1         
  1076   189.3115997   62.3543472   1.6      0.134     -1.0     1.71    0.002884   2.884E-4   0.009079   4.0E-5    0.007986   7.0E-5    0.006463   4.32E-4    0.006142   4.92E-4    0.03939   0.004307   0.03166     0.01138    2.066      0.3976     2.301      1.565       5.53       4.582    9.06       4.239    -99.0      1.0E10   3.454E-9    1.276    0.6225     0.8474   -3.49E-4    0.002867   5.977   6.3379999E9     64.61     31.45     10.19     1          0          0          1         
  1084   189.3170776   62.3541145   1.144    -1.0      1.144    1.15    0.04699    0.004699   0.0742     5.5E-5    0.06365    7.8E-5    0.04536    4.33E-4    0.04581    4.93E-4    0.3185    0.009755   0.3347      0.01417    4.172      0.3137     10.17      0.8612      13.84      2.232    9.66       2.698    8.227      2.57     0.9007      1.077    0.593      0.6964   0.0346      0.0075     19.48   8.165E10        61.34     3.149     0.7513    1          0          -1         1         
  1094   189.3489838   62.3535538   3.53     -1.0      3.53     0.04    0.004285   4.285E-4   0.005712   4.0E-5    0.008118   7.1E-5    0.01108    4.3E-4     0.01936    4.94E-4    0.0738    0.003292   0.03471     0.007937   0.6583     0.3007     1.819      0.5945      4.287      0.8076   5.312      2.081    -99.0      1.0E10   8.675E-41   1.0E10   0.8261     0.6114   0.0175      0.0032     7.119   1.95900006E10   254.4     38.91     12.99     1          0          0          1         
  1102   189.2233887   62.3532143   0.4724   -1.0      0.4724   0.47    0.02148    0.002148   0.01469    6.6E-5    0.01371    9.4E-5    0.01085    7.95E-4    0.02257    6.8E-4     0.09504   0.003609   0.05266     0.006676   2.804      0.3295     0.8089     0.6861      -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01048     0.002769   8.592   2.45400013E9    2.273     0.2645    0.9261    1          0          -1         1         
  1103   189.2759247   62.3532333   1.363    -1.0      1.363    1.32    0.01282    0.001282   0.01738    4.5E-5    0.01788    7.4E-5    0.01407    4.75E-4    0.01761    5.04E-4    0.08682   0.003803   0.1023      0.006531   3.583      0.3633     9.556      1.159       9.441      5.304    -99.0      1.0E10   -99.0      1.0E10   2.036       1.896    -99.0      1.0E10   0.01255     0.002799   13.02   2.00399995E10   59.36     4.559     2.962     1          0          1          1         
  1104   189.2815094   62.3533249   0.5948   -1.0      0.5948   0.59    0.0138     0.00138    0.0145     4.4E-5    0.01059    7.1E-5    0.01224    4.65E-4    0.0101     5.02E-4    0.06772   0.00369    0.02693     0.009576   2.503      0.3513     3.264      1.262       2.674      3.444    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006636    0.002813   7.619   3.388E9         4.723     0.7649    1.394     1          0          0          1         
  1105   189.2887268   62.3530083   0.9441   -1.0      0.9441   0.89    0.03404    0.003404   0.06067    5.3E-5    0.04594    7.7E-5    0.03768    4.54E-4    0.04314    4.98E-4    0.09808   0.005248   0.07745     0.01194    2.349      0.3359     4.931      0.6633      5.685      1.37     1.749      2.814    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01214     0.00282    11.04   6.053E10        17.3      1.568     0.2858    1          0          -1         1         
  1109   189.1812439   62.353302    1.601    0.9       -1.0     -99.0   -99.0      1.0E10     -99.0      1.0E10    0.01269    2.52E-4   -99.0      1.0E10     0.007648   0.001702   0.1369    0.009195   -99.0       1.0E10     2.007      0.4962     4.067      0.7575      9.981      4.181    17.09      8.483    16.19      9.691    3.454E-9    1.037    2.13E-10   0.7538   0.005783    0.002848   7.598   0.0             111.1     104.2     -99.0     0          0          0          1         
  1118   189.1958466   62.3527641   0.3866   -1.0      0.3866   0.37    0.03565    0.003565   0.02011    1.68E-4   0.01983    1.45E-4   0.02056    0.002101   0.03838    0.00102    0.08477   0.009469   -99.0       1.0E10     2.82       0.4991     4.213      0.797       8.027      3.204    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.005009    0.002762   8.134   1.52E9          1.927     0.2369    1.267     0          0          0          1         
  1135   189.2706604   62.3524666   0.131    0.01      -1.0     0.06    8.79E-4    8.79E-5    0.004498   4.2E-5    0.007977   7.2E-5    0.01673    4.82E-4    0.03599    5.09E-4    0.1174    0.005414   0.0529      0.006554   2.591      0.3056     8.228      0.5225      11.69      2.601    8.774      3.88     -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.026       0.0032     18.58   467700.0        0.1872    0.03198   400.3     1          1          0          1         
  1143   189.3634644   62.3521118   0.2804   -1.0      0.2804   0.31    0.07798    0.007798   0.04825    5.1E-5    0.04291    7.8E-5    0.03234    4.36E-4    0.08291    5.01E-4    0.1677    0.005626   0.1546      0.006449   3.734      0.3497     7.054      0.7566      6.04       1.548    1.272      2.194    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.004034    0.002935   14.71   1.00499999E10   1.261     0.08569   0.1255    1          0          -1         1         
  1147   189.2106171   62.3520393   1.26     0.203     -1.0     1.26    0.006855   6.855E-4   0.01209    8.5E-5    0.01243    1.1E-4    0.01221    0.001063   0.009472   7.96E-4    0.0703    0.003693   0.04352     0.01315    1.551      0.3173     1.122      0.6602      -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.002849    0.002785   5.176   1.38700001E10   14.87     5.896     1.072     1          0          0          1         
  1148   189.2302856   62.3521156   3.18     0.376     -1.0     3.18    0.004406   4.406E-4   0.008138   6.0E-5    0.01192    8.7E-5    0.01703    6.7E-4     0.0195     6.28E-4    0.09684   0.004152   0.01088     0.008414   0.9542     0.2957     1.73       0.874       9.169      3.442    9.388      5.258    6.341      4.916    3.957       1.453    1.969      1.334    0.01293     0.002786   5.99    1.59200002E11   466.7     156.1     2.931     1          0          -1         1         
  1150   189.2776794   62.3521805   1.364    -1.0      1.364    1.35    0.01247    0.001247   0.0155     4.4E-5    0.01505    7.2E-5    0.01163    4.65E-4    0.01255    5.02E-4    0.06367   0.003032   0.07773     0.00662    1.387      0.2944     2.742      0.9673      4.487      4.048    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009916    0.002848   5.607   1.95900006E10   22.77     10.0      1.163     1          0          0          1         
  1159   189.2011871   62.3519135   3.234    0.0175    -1.0     2.9     0.003342   3.342E-4   0.009296   1.03E-4   0.01548    1.17E-4   0.02558    0.001302   0.02216    8.83E-4    0.2081    0.006689   1.903E-10   0.03655    0.915      0.3746     2.681      0.6263      8.49       2.985    15.68      2.716    14.55      5.254    6.831       0.7116   3.013      0.7375   0.032       0.0031     13.5    1.18000001E11   514.9     38.14     4.363     0          0          -1         1         
  1168   189.2552338   62.3516808   2.401    1.1       -1.0     -99.0   -99.0      1.0E10     0.02315    4.9E-5    0.01957    7.7E-5    0.0227     5.29E-4    0.02514    5.33E-4    0.2274    0.009632   0.04537     0.008117   3.082      0.5911     11.06      1.698       14.66      5.356    11.84      13.28    11.04      16.57    1.353       2.931    1.906      1.644    0.0432      0.0073     8.938   0.0             580.4     504.1     -99.0     1          0          0          1         
  1225   189.4537506   62.3502693   0.5341   0.1       -1.0     0.51    0.05598    0.005598   0.03793    9.5E-5    0.02832    2.98E-4   0.03509    0.001795   0.02723    0.001379   0.161     0.007674   -99.0       1.0E10     3.313      0.5822     6.294      1.4         14.66      3.958    13.58      4.426    14.42      7.645    1.0E-99     1.0E10   -99.0      1.0E10   0.01198     0.002976   8.904   1.62899999E10   6.678     3.229     0.4099    0          0          0          1         
  1235   189.1815948   62.3501129   0.8919   -1.0      0.8919   0.88    0.02377    0.002377   -99.0      1.0E10    0.02095    1.8E-4    -99.0      1.0E10     0.01946    0.00128    0.291     0.01381    -99.0       1.0E10     4.62       0.5949     8.511      1.615       3.209E-7   6.835    2.905E-7   14.86    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0245      0.003      9.385   1.86999992E10   22.67     7.796     1.212     0          0          -1         1         
  1239   189.4135437   62.3498726   0.836    -1.0      0.836    2.54    0.118      0.0118     0.1336     6.9E-5    0.1144     1.03E-4   0.1329     5.39E-4    0.1538     6.3E-4     0.7434    0.02363    0.4659      0.01814    7.624      0.3987     11.29      0.9038      15.71      1.597    10.86      1.878    4.979      4.951    1.0E-99     1.0E10   -99.0      1.0E10   0.0543      0.0067     25.55   4.09200001E11   34.2      2.911     0.08357   0          0          -1         1         
  1248   189.4335785   62.3496819   1.24     0.202     -1.0     1.24    0.01318    0.001318   0.02842    5.9E-5    0.02665    1.19E-4   0.02236    6.93E-4    0.02472    8.2E-4     0.2201    0.009884   -99.0       1.0E10     4.423      0.4819     10.69      1.043       13.25      3.16     11.17      4.583    2.302      5.906    8.675E-41   1.0E10   2.13E-10   0.8817   0.0402      0.0075     14.59   2.35499991E10   80.23     34.21     3.407     0          0          0          1         
  1269   189.1877136   62.3494072   2.21     0.289     -1.0     2.21    0.00169    1.69E-4    0.006031   1.41E-4   0.007361   1.35E-4   0.01225    0.001969   0.007096   0.001008   0.08882   0.005745   -99.0       1.0E10     1.671      0.4683     3.821      0.8371      6.04       3.884    2.905E-7   7.045    3.106E-7   10.16    1.644       0.6087   0.4882     0.7388   0.004313    0.002821   6.612   1.91399997E10   156.0     64.68     8.15      0          0          0          1         
  1284   189.298172    62.3483315   3.591    0.3905    -1.0     3.57    2.089E-4   2.089E-5   0.00118    3.8E-5    0.00149    6.9E-5    0.001848   4.32E-4    0.002639   4.9E-4     0.01154   0.003351   0.02254     0.009884   0.3856     0.3591     1.597      0.7881      4.806      1.979    5.2        4.056    6.909      2.214    1.719       0.9262   2.11       0.6089   0.009021    0.002754   6.164   3.104E10        348.6     65.97     11.23     1          0          1          1         
  1285   189.3126831   62.3489571   0.2065   0.04      -1.0     0.15    0.002729   2.729E-4   0.007638   4.0E-5    0.01005    7.0E-5    0.01252    4.29E-4    0.009707   4.88E-4    0.1404    0.005844   0.02737     0.009301   1.716      0.3133     2.388      0.6549      6.506      1.222    3.529      3.138    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01257     0.00283    8.539   7.942E7         0.3067    0.1338    3.862     1          0          0          1         
  1293   189.2520142   62.3486023   0.7939   -1.0      0.7939   1.36    0.01419    0.001419   0.01743    4.7E-5    0.01623    7.4E-5    0.01302    4.97E-4    0.01336    5.2E-4     0.0769    0.003417   0.07917     0.006092   1.833      0.3116     3.694      0.6709      8.98       2.738    6.391      5.496    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01274     0.002807   8.778   1.35500001E10   8.983     1.023     0.6629    1          0          -1         1         
  1315   189.2279968   62.3480988   1.711    0.1985    -1.0     1.76    0.004529   4.529E-4   0.006032   4.9E-5    0.007124   8.1E-5    0.005252   5.82E-4    0.004784   5.87E-4    0.09819   0.0049     0.03926     0.005587   1.055      0.3359     3.079      0.8239      2.357      1.398    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.003068    0.002768   5.165   1.70599997E10   44.0      19.35     2.579     1          0          0          1         
  1337   189.4335632   62.3474998   0.931    0.1201    -1.0     0.99    0.005649   5.649E-4   0.009485   5.2E-5    0.008288   1.09E-4   0.006733   6.4E-4     0.008608   7.58E-4    0.1414    0.005553   -99.0       1.0E10     3.285      0.4314     2.725      1.381       5.621      3.973    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006208    0.002975   7.992   1.07599995E10   16.55     8.079     1.538     0          0          0          1         
  1338   189.2553558   62.3474998   1.358    -1.0      1.358    1.36    0.01368    0.001368   0.01925    4.6E-5    0.01896    7.4E-5    0.01295    4.84E-4    0.01332    5.11E-4    0.09408   0.004111   0.08365     0.005938   1.05       0.3509     4.794      0.6304      2.587      2.349    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01124     0.002833   8.245   2.89700004E10   35.47     4.302     1.224     1          0          -1         1         
